doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
정말 감사합니다.	2	2	2	2	2	2	2	2	2	2
바쁘실텐데.	2	2	2	2	2	2	2	2	2	2
자네라면 항상 시간이 있지.	2	2	2	2	2	2	2	2	2	2
그래 무슨 고민이라도 있나?	2	2	2	2	2	2	2	2	2	2
잠시 휴학을 해야 될 것 같아서요.	2	2	2	2	2	2	2	2	2	2
그거 참 안됐구나.	2	2	2	2	2	2	2	0	2	2
무슨 사정이 있는 거 같구나.	2	2	2	2	2	2	2	2	2	2
어머니를 돌봐야 돼요.	2	2	2	2	2	2	2	2	2	2
병원에 입원하셨는데 제가 돌봐야 되거든요.	2	2	2	2	2	2	2	2	2	2
힘들겠구나.	2	2	2	2	2	2	2	2	2	2
심각한 상황인가?	2	2	2	2	2	2	2	2	2	2
많이 심각해요.	2	2	2	2	2	2	2	2	2	2
어머니가 퇴원하시면 거의 하루종일 침대에 누워계셔야 해요.	2	2	2	2	2	2	2	2	2	2
자네가 꼭 보살펴 드려야 겠구만.	2	2	2	2	2	2	2	2	2	2
어쨌든 내 도움이 필요하면 전화하게.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아저씨..잠깐..	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
세워줘요..	2	2	2	2	2	2	2	2	0	2
왜 왜요?	2	2	2	2	2	2	2	2	2	2
속 안 좋아요?	2	2	2	2	2	2	2	2	2	2
하..	2	2	2	2	2	2	2	2	2	2
답답해..	2	2	2	2	2	2	2	2	0	2
내릴래..	2	2	2	2	2	2	2	2	2	2
어 안돼요~ 위험해요~!	2	2	2	2	2	2	2	2	0	2
답답해..바람 쐬고 싶어..	2	2	2	2	2	2	2	2	2	2
잠깐만요 이선생님.	2	2	2	2	2	2	2	2	2	2
잠깐만 참으세요.	2	2	2	2	2	2	2	2	2	2
어떡해..	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
여보 지금 당신 나와~	2	2	2	2	2	2	2	2	2	2
이 할망구 그 돈 다 굿하는데 썼지?	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
그래 놓고 어디 발뺌을 해!!!일루와!!	2	2	2	2	2	2	1	2	2	2
잘못했어~~	2	2	2	2	2	2	2	2	2	2
일루 안와!	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그래서 어땠어?	2	2	2	2	2	2	2	2	2	2
재미 있었어?	2	2	2	2	2	2	2	2	2	2
그럼!	2	2	2	2	2	2	2	2	2	2
호수가 얼마나 아름답던지.	2	2	2	2	0	2	2	2	2	2
배타고 나가봤어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
물 주변에서 낚시하려 했었는데 배를 빌리기로 맘을 바꿨지.	2	2	2	2	2	2	2	2	2	2
잘했네.	2	2	2	2	2	2	2	2	2	2
분명 좋아할 거라고 생각했어.	2	2	2	2	2	2	2	2	2	2
그리고 최대 한도를 잡았어.	2	2	2	2	2	2	2	2	2	2
그래?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
한계가 농어 5마린데 내가 농어 5마리를 잡았거든.	2	2	2	2	0	2	2	2	2	2
딕은?	2	2	2	2	2	2	2	2	2	2
딕도 5마리를 잡았어.	2	2	2	2	2	2	2	2	2	2
불을 지피자!	2	2	2	2	2	2	2	2	2	2
오늘 저녁은 신선한 농어야.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이번 주 수요일에 서울로 가는 비행기 좌석을 예약하고 싶습니다.	2	2	2	2	2	2	2	2	2	2
일등석을 원하십니까, 일반석을 원하십니까?	2	2	2	2	2	2	2	2	2	2
일등석으로 부탁합니다.	2	2	2	2	2	2	2	2	2	2
성이 어떻게 되십니까?	2	2	2	2	2	2	2	2	2	2
제 성은 강입니다.	2	2	2	2	2	2	2	2	2	2
그리고 이름은요?	2	2	2	2	2	2	2	2	2	2
현국입니다.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아 뭐야~~	2	2	2	2	2	2	2	2	2	2
깜짝야?	2	2	2	2	2	2	2	2	2	2
뭐가?	2	2	2	2	2	2	2	2	2	2
아 씨..	2	2	2	2	2	2	2	2	0	2
갑자기 머리가 왜 이렇게 잘 돌아가지?	2	2	2	2	2	2	2	2	2	2
가만 있어봐...	2	2	2	2	2	2	2	2	2	2
살다 별일이 다 있다.	2	2	2	2	2	2	2	2	2	2
니가 머리가 잘 돌아가는 날도 있고.	2	2	2	2	2	2	2	2	2	2
시끄러 좀~ 내가 간만에 생각 좀 하는데 조용히 해.	2	2	2	2	2	2	2	2	2	2
무슨 생각?	2	2	2	2	2	2	2	2	2	2
헷갈려 입 다물어!	2	2	2	2	2	2	1	2	0	2
하..	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
니가 혹시 장어구이 다 먹었냐?	2	2	2	2	2	2	2	2	2	2
에.	2	2	2	2	2	2	2	2	2	2
아 진짜 맛있던데요?	2	2	2	2	2	2	2	2	2	2
힘이 불끈불끈..	2	2	2	2	2	2	2	2	2	2
그걸 니가 왜 먹어?!	2	2	2	2	2	2	1	2	0	2
왜?!	2	2	2	2	2	2	2	2	0	2
왜?	2	2	2	2	2	2	2	2	2	2
먹으라고 해논 거 아녜요?	2	2	2	2	2	2	2	2	2	2
그래서 그 많은 걸 다 먹었다구?	2	2	2	2	2	2	2	2	2	2
그럼 내가 남겼겠어요?	2	2	2	2	2	2	2	2	2	2
그걸 혼자 다 먹으면 어떡해?	2	2	2	2	2	2	2	2	2	2
요즘 민용이가 하도 비실 비실하길래 몸보양시킬라고 재논건데..	2	2	2	2	2	2	2	2	2	2
그래요?	2	2	2	2	2	2	2	2	2	2
뭐 이미 먹은 건데 어떡해?	2	2	1	2	2	2	2	2	2	2
뱉어낼 수도 없고..	2	2	2	2	2	2	2	2	2	2
그걸 어떻게 혼자 다 먹어~ 그걸~ 물어보고나 먹지 그게 얼마짜린데~.	2	2	2	2	2	2	1	2	0	2
엄마 같은 아들인데 그깟 장어 내가 좀 먹으면 안돼?	2	2	2	2	2	2	1	2	2	2
나도 보양 좀 하면 좋잖아요.	2	2	2	2	0	2	1	2	2	2
너는 너무 먹어서 걱정인 애가 보양식이 뭐가 필요하냐!	2	2	2	2	2	2	1	2	0	2
먹어봤자 살로만 다 가지..	2	2	2	2	2	2	1	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
방이 어떻게 생겼는지 저에게 말씀해 주시겠어요?	2	2	2	2	2	2	2	2	2	2
호텔의 여러 가지 서비스를 알고 싶으시면	2	2	2	2	2	2	2	2	2	2
이 팜플렛을 보십시오.	2	2	2	2	2	2	2	2	2	2
방은 가서 보시지요.	2	2	2	2	2	2	2	2	2	2
고맙습니다.	2	2	2	2	2	2	2	2	2	2
저를 따라 오십시오.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그래 컴퓨터는 얼마에 팔 거야?	2	2	2	2	2	2	2	2	2	2
200달러 받고 싶은데.	2	2	2	2	2	2	2	2	2	2
컴퓨터와 모니터 프린터 다 합해서 200달러야?	2	2	2	2	2	2	2	2	2	2
그거 괜찮네.	2	2	2	2	2	2	2	2	2	2
살 생각 있어?	2	2	2	2	2	2	2	2	2	2
생각할 시간이 더 있었으면 좋겠는데.	2	2	2	2	2	2	2	2	2	2
좀 더 생각해 볼게.	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
한데 다른 사람들에게도 얘기했어.	2	2	2	2	2	2	2	2	2	2
다른 사람한테 파는 거 일단 보류해.	2	2	2	2	2	2	2	2	2	2
내가 내일 확답을 줄게.	2	2	2	2	2	2	2	2	2	2
알았어.	2	2	2	2	2	2	2	2	2	2
대신 내일까지는 알려줘야 돼.	2	2	2	2	2	2	2	2	2	2
물론이지.	2	2	2	2	2	2	2	2	2	2
아내 생각을 들어봐야 하니까 그래.	2	2	2	2	2	2	2	2	2	2
알았어.	2	2	2	2	2	2	2	2	2	2
내일 이야기하자.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
새 책들만 취급합니까?	2	2	2	2	2	2	2	2	2	2
아니오, 헌 책도 있습니다.	2	2	2	2	2	2	2	2	2	2
English 101 교재 헌 것이 있습니까?	2	2	2	2	2	2	2	2	2	2
없어요.	2	2	2	2	2	2	2	2	2	2
모두 팔렸어요.	2	2	2	2	2	2	2	2	2	2
좀더 일찍 오셨어야했는데요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
몇 시지?	2	2	2	2	2	2	2	2	2	2
5시 5분 전.	2	2	2	2	2	2	2	2	2	2
좋았어 !	2	2	2	2	2	2	2	2	2	2
퇴근 시간 5 분 전이네.	2	2	2	2	2	2	2	2	2	2
오늘 저녁에 뭐 해?	2	2	2	2	0	2	2	2	2	2
제일 좋은 옷 입고 춤추러 가.	2	2	2	2	2	2	2	2	2	2
자넨?	2	2	2	2	2	2	2	2	2	2
난 오늘 집에 있으려고.	2	2	2	2	2	2	2	2	2	2
아무데도 안가.	2	2	2	2	2	2	2	2	2	2
집에 ?	2	2	2	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
금요일 저녁인데!	2	2	2	2	0	2	2	2	2	2
주말이 바로 코앞인데.	2	2	2	2	2	2	2	2	2	2
난 내일 일찍 일어나야 돼.	2	2	0	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
누나가 뉴욕에서 방문오거든.	2	2	2	2	2	2	2	2	2	2
공항에서 만나기로 했어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
복도에서 천원을 주웠어.	2	2	2	2	2	2	2	2	2	2
와, 너 운이 좋구나.	2	2	2	2	2	2	0	2	2	2
난 그렇게 생각하지 않아.	2	2	2	2	2	2	2	2	2	2
난 이 돈을 갖고 싶지 않거든.	2	2	2	2	2	2	2	2	2	2
선생님께 갖다 드릴거야.	2	2	0	2	2	2	2	2	2	2
넌 참 착하구나.	2	2	2	2	2	2	0	0	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어메 누가 여기다 냉장고를 갖다놨어?	0	2	2	2	2	2	2	2	2	2
아니 너 소파를 왜 가지고 나와?	0	2	2	2	2	2	2	2	2	2
밥값 할라구요.	2	2	0	2	2	2	2	2	2	2
밥값이라니?	2	2	2	2	2	2	2	2	2	2
냉장고는 또 뭐고?	2	2	2	2	2	2	2	2	2	2
다용도실 있던걸..	2	2	2	2	2	2	2	2	2	2
엄마는 나중에 구경이나 하세요.	2	2	0	2	2	2	2	2	2	2
뭘 할려구 글쎄~?	0	2	2	2	2	2	2	2	2	2
비~밀~	2	2	2	2	0	2	2	2	2	2
비밀?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
휴가는 어땠어요?	2	2	2	2	2	2	2	2	2	2
정말 멋졌어요.	2	2	2	2	2	2	2	2	2	2
하와이에 처음 간 건가요?	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
이번이 마지막이 아니예요.	2	2	2	2	2	2	2	2	2	2
너무 아름다워요.	2	2	2	2	2	2	2	2	2	2
비가 왔나요?	2	2	2	2	2	2	2	2	2	2
억수같이 쏟아졌는데 이틀 밖에 안왔어요.	2	2	2	2	2	2	2	2	2	2
그 뒤에 날씨가 개었어요.	2	2	2	2	2	2	2	2	2	2
좋았네요.	2	2	2	2	2	2	2	2	2	2
다시 가고 싶어요.	2	2	2	2	2	2	2	2	2	2
나도 그 심정을 알아요.	2	2	2	2	2	2	2	2	2	2
집에 오니 컴퓨터에 산더미 같은 이메일이 산더미에요.	2	2	2	2	2	2	2	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
내가 자네한테 사과할 게 있어.	2	2	2	2	2	2	2	2	2	2
생전 처음있는 일인데.	2	2	2	2	2	2	2	2	2	2
뭘 말야?	2	2	2	2	2	2	2	2	2	2
어제 저녁 생각이 났는데 이 직업에 대한 자네 의견이 맞았어.	2	2	2	2	2	2	0	2	2	2
그래 그럼 자네도 생각이 바뀌었어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
이 일이 그렇게 나쁜 건 아니야.	2	2	2	2	2	2	2	2	2	2
내가 너무 불평이 많았어.	2	2	2	2	2	2	2	2	2	2
왜 그런 생각이 들었어?	2	2	2	2	2	2	2	2	2	2
한가지 이유는 아니었고.	2	2	2	2	2	2	2	2	2	2
전부 다야.	2	2	2	2	2	2	2	2	2	2
어떤 이유였던간에 자네가 그렇게 생각했다니 다행이야.	2	2	2	2	2	2	0	2	2	2
나도.	2	2	2	2	2	2	0	2	2	2
자 이제 일하자고.	2	2	0	2	2	2	2	2	2	2
자네 태도가 맘에 들어.	2	2	2	2	0	2	0	0	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
여긴 굉장히 비싸네.	2	2	2	2	2	2	2	2	2	2
맞아.	2	2	2	2	2	2	2	2	2	2
다른 가게들 좀 둘러보자구.	2	2	2	2	2	2	2	2	2	2
여기 옷은 너무 비싸 못사겠다.	2	2	2	2	2	2	2	2	2	2
수전은 어디서 옷을 사지?	2	2	2	2	2	2	2	2	2	2
모르겠는데.	2	2	2	2	2	2	2	2	2	2
스타일은 내 맘에 들던데.	2	2	2	2	2	2	2	2	2	2
난 구두도 좀 봐야 돼.	2	2	2	2	2	2	2	2	2	2
2층에 여자구두 가게가 새로 생겼어.	2	2	2	2	2	2	2	2	2	2
내 구두 말고.	2	2	2	2	2	2	2	2	2	2
잭 생일선물 하려고.	2	2	2	2	2	2	2	2	2	2
잭이 몇 살 되는 거지?	2	2	2	2	2	2	2	2	2	2
마흔 여덟.	2	2	2	2	2	2	2	2	2	2
그래?	2	2	2	2	2	2	2	2	2	2
그렇게 안 들어 보이는데.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
뭘 먹어야할지 전혀 생각이 안나네.	2	2	2	2	2	2	2	2	2	2
지금 쳐다보지는 마 근데 지금 데이빗 롱이 타냐하고 점심을 먹고 있어.	2	2	2	2	2	2	2	2	2	2
그 남자는 결혼한지 오래 됐잖아.	2	2	2	2	2	2	2	2	2	2
이 식당에서 점심을 먹더니 큰 모험이군.	2	2	2	2	2	2	2	2	2	2
난 데이빗이 행복한 결혼생활을 하는 줄 알았네.	2	2	2	2	2	2	2	2	2	2
난 모르겠지만 별로 좋아보이진 않네.	2	2	2	2	2	2	2	2	2	2
사업상 먹는 점심이라고 믿고 싶어.	2	2	2	2	2	2	2	2	2	2
너무 믿지는 마.	2	2	2	2	2	2	2	2	2	2
넌 어떻게 그렇게 확신해?	2	2	2	2	2	2	2	2	2	2
손을 잡고 있잖아.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
Jun, 제가 부탁하나 해도 될까요?	2	2	2	2	2	2	2	2	2	2
물론이죠.	2	2	2	2	2	2	2	2	2	2
그런데 좀 빨리 얘기해주실 수 있으실까요?	2	2	2	2	2	2	2	2	2	2
지금 사무실 나가려던 참 이었거든요.	2	2	2	2	2	2	2	2	2	2
중요한 고객과 미팅이 곧 있어서요.	2	2	0	2	2	2	2	2	2	2
아, 급한 건 아니어서 나중에 해주셔도 되요.	2	2	2	2	2	2	2	2	2	2
사무실에 돌아오시면 이 파일들 정리하는 것 좀 도와주실 수 있을까요?	2	2	2	2	2	2	2	2	2	2
그럼요.	2	2	2	2	2	2	2	2	2	2
근데 제가 저녁 전에는 못 돌아 올 것 같은데, 괜찮을까요?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
뭐하시는거예요?	2	2	2	2	2	2	2	2	2	2
사용법도 모르면서~	2	2	2	2	2	2	2	2	2	2
야 이거 지금 내가 봉원전자 판게아니라 산거냐...설마 내가 산거야?	2	2	2	2	2	2	2	2	2	2
아 뭐야..500주나 매수했네요?	2	2	2	2	2	2	2	2	2	2
이런!	2	2	2	2	2	2	2	2	2	2
팔어!	2	2	2	2	2	2	2	2	2	2
다시 팔어줘 얼른!	2	2	2	2	2	2	2	2	2	2
이미 체결되고 장마감됐는데요 뭐.	2	2	2	2	2	2	2	2	2	2
하...	2	2	2	2	1	2	2	2	0	2
그러게 알지도 못하시면서 왜 손대세요?	2	2	2	2	2	2	2	2	2	2
아 씨 이거 지금 얼마를 손해본거야?	2	2	2	2	2	2	2	2	2	2
대략..천...?	2	2	2	2	2	2	2	2	2	2
뭐?!	2	2	2	2	0	2	2	2	2	2
천?	2	2	2	2	2	2	2	2	0	2
그러게 그냥 좀 기다리시지.	2	2	2	2	2	2	2	2	2	2
이게 다 너 때문이야!	2	2	2	2	2	2	1	1	2	2
왜 남들 다 싸는 똥하나 제대로 못 싸서 이 난리야!	2	2	2	2	2	2	1	1	0	2
아 열불 터져 아..	2	2	2	2	2	2	1	2	0	2
아...	2	2	2	2	1	2	2	2	2	2
또 어디 가?!	2	2	2	2	2	2	1	2	2	2
신호가..	2	2	2	2	2	2	2	2	2	2
야 이 자식아 너 화장실에서 나오지 마!	2	2	2	2	2	2	1	1	2	2
거기서 살어!	2	2	2	2	2	2	1	2	2	2
어!	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 기분 좋아 보이세요.	2	2	2	2	2	2	2	2	2	2
좋은 일 있으신가 봐요?	2	2	2	2	2	2	2	2	2	2
저 좀 전에 연봉 인상되었다고 연락 받았거든요.	2	2	2	2	2	2	2	2	2	2
안 그래도 이번 여름 가족휴가 계획 중인데^^	2	2	2	2	2	2	2	2	2	2
아 축하 드려요!	2	2	2	2	0	2	0	2	2	2
그 동안 엄청 열심히 일 하셨는데 당연한 일이에요.	2	2	2	2	2	2	0	2	2	2
요즘 비수기여서 연봉인상을 이번 달에 받을 거라 기대하지는 않았거든요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
있잖아, Chris는 우리 회의 때마다 항상 내 제안들을 비난해.	2	2	2	2	2	2	1	2	2	2
사실은 나도 좀 느꼈어.	2	2	2	2	2	2	2	2	2	2
걔는 도대체 뭐가 문제인 거야?	2	2	2	2	2	2	1	2	2	2
그 인간 정말 내 신경을 건드리기 시작했어.	2	2	2	2	2	2	1	1	0	2
네가 걔랑 얘기라도 해봐야 할 듯.	2	2	2	2	2	2	2	2	2	2
분명 뭔가 있긴 해.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 조금 일찍 퇴근해도 되겠습니까?	2	2	2	2	2	2	2	2	2	2
물론이죠.	2	2	2	2	2	2	2	2	2	2
오후를 그냥 쉬는게 어때요?	2	2	2	2	2	2	2	2	2	2
아, 감사합니다.	2	2	2	2	2	2	2	2	2	2
즐거운 오후 시간 보내십시오.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
나 완전 과부하 상태야.	2	2	2	2	2	2	2	2	0	2
끝내야 할 일은 무지 많고 매니저님은 나한테 일을 계~~속 주고.	2	2	2	2	2	2	1	2	0	2
진짜 스트레스 받아 보인다.	2	2	2	2	2	2	2	2	2	2
나 살아남지 못 할지도 몰라.	2	2	2	2	2	2	2	2	0	2
천천히 해, Ken.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
세탁기 돌릴껀데 빨래 있으면 가져와라.	2	2	2	2	2	2	2	2	2	2
어머님 섬유 유연제 안 쓰시죠?	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
썼어 얘 왜 안써..	2	2	2	2	2	2	2	2	2	2
근데 왜 어머님이 세탁하시면 빨래가 뻣뻣해요?	2	2	2	2	2	2	2	2	2	2
뻣뻣하긴 뭐가 뻣뻣해 얘, 썼어 니가 쓰라고 하도 그래서 분명히 썼다	2	2	2	2	0	2	2	2	2	2
사용법이 틀렸나?	2	2	2	2	2	2	2	2	2	2
어머님 제가 어느 구멍에다 넣어야 된다 그랬죠?	2	2	2	2	2	2	2	2	2	2
여기 세 칸 중에 어디다 넣는거 예요?	2	2	2	2	2	2	2	2	2	2
가운데 아냐~	2	2	2	2	2	2	2	2	2	2
오케이.	2	2	2	2	2	2	2	2	2	2
그럼 뚜껑으로 얼마나 넣으세요?	2	2	2	2	2	2	2	2	2	2
이게 2kg 빨래 기준으로 한컵이거든요 지금처럼 표준 으로 놓고 5kg면 몇컵일까요?	2	2	2	2	2	2	2	2	2	2
두컵 반이 되겠죠~?	2	2	2	2	2	2	2	2	2	2
어머님 이해가 되세요?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
뭐가 그렇게 기쁘세요?	0	2	2	2	2	2	2	2	2	2
지난 학기 성적에 아주 만족해요.	2	2	2	2	2	2	2	2	2	2
어땠는데요?	2	2	2	2	2	2	2	2	2	2
상당히 잘했어요.	2	2	2	2	2	2	2	2	2	2
아마 장학금을 받을 것 같아요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
근데 언니!	2	2	2	2	2	2	2	2	2	2
2백만원이면 우리 이제 부자 되는 거야?	2	2	2	2	2	2	2	2	2	2
2백만원이면 좀만 모으면 우리 금방 부자돼!	2	2	0	2	2	2	2	2	2	2
아빠랑도 당장 같이 살수있고!	2	2	0	2	2	2	2	2	2	2
정말?	2	2	2	2	2	2	2	2	2	2
와!!	2	2	2	2	2	2	2	2	2	2
근데 갑자기 왜 이렇게 돈을 많이 주시지?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
몸살이 아주 단단히 났어.	2	2	2	2	2	2	2	2	2	2
일어나지도 못해.	2	2	2	2	2	2	2	2	2	2
얼마나 심하길래?	2	2	2	2	2	2	2	2	2	2
어제부터 아프다 그러더니 완전히 뻗었네.	2	2	2	2	2	2	2	2	2	2
저거 어떡 해?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
금요일 저녁 프랭크가 여는 파티에 갈 거야?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
어젯밤에 전화 왔었어.	2	2	2	2	2	2	2	2	2	2
그거 진짜 열 받네.	2	2	2	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
넌 초대 안 했어?	2	2	2	2	2	2	2	2	2	2
한 마디로 아니.	2	2	2	2	2	2	2	2	2	2
그거 이상하네.	2	2	2	2	2	2	2	2	2	2
초대하는 걸 까먹었나.	2	2	2	2	2	2	2	2	2	2
너희들 친구잖아 안 그래?	2	2	2	2	2	2	2	2	2	2
물론이지.	2	2	2	2	2	2	2	2	2	2
오랜 친구지.	2	2	2	2	2	2	2	2	2	2
오늘 초대하겠지.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
예약을 안했는데 머리를 깎을 수 있을까요?	2	2	2	2	2	2	2	2	2	2
물론이죠.	2	2	2	2	2	2	2	2	2	2
앤소니가 손이 비네요.	2	2	2	2	2	2	2	2	2	2
안녕하세요.	2	2	2	2	2	2	2	2	2	2
전 앤소니라고 합니다.	2	2	2	2	2	2	2	2	2	2
앉으세요.	2	2	2	2	2	2	2	2	2	2
반갑습니다.	2	2	2	2	2	2	2	2	2	2
저는 엘비스입니다.	2	2	2	2	2	2	2	2	2	2
마침 손이 빈다니 제가 운이 좋네요.	2	2	2	2	2	2	0	2	2	2
그러네요.	2	2	2	2	2	2	2	2	2	2
예약 손님이 안오셨거든요.	2	2	2	2	2	2	2	2	2	2
어떻게 해드릴까요?	2	2	2	2	2	2	2	2	2	2
다듬어 주시면 되요.	2	2	2	2	2	2	2	2	2	2
머리 숱이 아주 많아요.	2	2	2	2	2	2	0	2	2	2
감사합니다.	2	2	2	2	2	2	2	2	2	2
근데 머리가 세기 시작했어요.	2	2	2	2	2	2	2	2	2	2
우리 모두 언젠가는 머리가 세죠.	2	2	2	2	2	2	2	2	2	2
머리가 빠지지만 않으면 괜찮죠.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
너 생일이 곧 돌아오지 않니?	2	2	2	2	2	2	2	2	2	2
상기시키지 마.	2	2	2	2	2	2	2	2	2	2
장장 40살이야 안그래?	2	2	2	2	2	2	2	2	2	2
넌 왜 꼭 내 생일을 기억하니?	2	2	2	2	2	2	2	2	2	2
난 네 생일을 기억못하는데.	2	2	2	2	2	2	2	2	2	2
넌 내 친구잖아.	2	2	2	2	0	2	0	2	2	2
네 생일이 나한테는 중요해.	2	2	2	2	0	2	0	2	2	2
난 그거 못믿어.	2	2	2	2	2	2	1	2	2	2
너 어떻게 그런 말을 하니?	2	2	2	2	2	2	1	2	2	2
넌 내일 네가 무슨 일을 해야하는지도 모르는 애잖아.	2	2	2	2	2	2	1	2	2	2
넌 기억력이 별로 안좋잖아.	2	2	2	2	2	2	1	2	2	2
알았어 알았어.	2	2	2	2	2	2	2	2	2	2
넌 날 너무 잘 알아.	2	2	2	2	0	2	2	2	2	2
우리 엄마 생일이 같은 날이야.	2	2	2	2	2	2	2	2	2	2
그 비슷한 걸 거라고 생각은 했어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그래서 그만 두래?	2	2	2	2	2	2	2	2	2	2
그럼 이제 우리 어떡해?	2	2	2	2	2	2	2	2	2	2
바보야.	2	2	2	2	0	2	2	2	2	2
어떡하긴 뭘 어떡하냐?	2	2	2	2	2	2	2	2	2	2
거기 아님 일할데 없을까봐?	2	2	2	2	2	2	2	2	2	2
걱정하지 말고 빨랑 잠이나 자.	2	2	2	2	2	2	2	2	2	2
